Datum,Tid,Serie,Hemmalag,Bortalag,Arena,Domare1,Domare2,url
2025-11-01,12:30,Herrar Div. 3 A,Stenungsunds IBK H3,Pixbo IBF H3,Stenungsund Arena,Adnan Tongur,Hajrudin Begic,https://stats.innebandy.se/sasong/43/serie/42064/match/1630673
2025-11-01,14:30,Herrar Div. 3 A,IBK Göteborg H3,Floda IBK H3,Torpahallen,Sebastian Ågren,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/42064/match/1630672
2025-11-01,15:00,Herrar Div. 3 B,Mölndals IBF H3,Lindås IBF H3,Aktiviteten A-Hall,Hampus Räffling,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/42065/match/1630538
2025-11-01,12:00,Herrar Div. 4 A,Orust IBK H4,IBF Backadalen H4,Ängås Idrottshall,Thomas Johansson,Mathias Hannu,https://stats.innebandy.se/sasong/43/serie/42079/match/1647906
2025-11-01,14:30,Herrar Div. 4 B,Lindome IBK H4,KFKD H4,Almåshallen A,Mustafa Kalajdzisalihovic,Håkan Krafft,https://stats.innebandy.se/sasong/43/serie/42082/match/1654512
2025-11-01,12:00,Juniorallsvenskan H HJ18,Pixbo IBF/Pixbo IBK,Warberg IBF,Wallenstam Arena A,Linus Backlund,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/41546/match/1591895
2025-11-01,14:00,Klubbhuset Blå Pojkar 14 B,Öckerö IBK P14/15,Landvetter IBK P14 Vit,Hedenskolans Idrottshall,Sam Olovson,Molly Knutsson,https://stats.innebandy.se/sasong/43/serie/42399/match/1652886
2025-11-01,15:00,Pantamera Damjunior A,Landvetter IBF JAS DJ-Utveckling Blå,Pixbo IBF Utveckling Röd,Pinntorps Idrottshall,Selma Hadziselimovic,Emir Rajabi,https://stats.innebandy.se/sasong/43/serie/42367/match/1648868
2025-11-01,11:00,Pantamera Damjunior B,IBK Alingsås Damjunior,FBC Lerum Utveckling DJ,"Stadsskogshallen, Alingsås",Emil Jacobsson,Sven Persson,https://stats.innebandy.se/sasong/43/serie/42368/match/1648906
2025-11-01,11:00,Pantamera Flickor C-ungdom A,Surte IS IBK F11,Pixbo IBF F12 Röd,Bohushallen,Mohamed Ahmed Warsame,Mustaf Osman,https://stats.innebandy.se/sasong/43/serie/42390/match/1649525
2025-11-01,16:00,Pantamera Flickor C-ungdom B,Surte IS IBK F 12/13 Röd,IBK Bergum F10-13,Bohushallen,Arthur Nielsen,Arvid Biörnerud,https://stats.innebandy.se/sasong/43/serie/42391/match/1649777
2025-11-01,14:00,Pantamera Herrjunior C,IBK Kungälv Herrjuniorer Svart,Varla IBK Juniorer 2 GBG,Munkegärdehallen,Henry Tames,Semir Aganspahic,https://stats.innebandy.se/sasong/43/serie/42365/match/1648392
2025-11-01,17:30,Pantamera Herrjunior C,IK Zenith HJ,IBK Kungälv Herrjuniorer Svart,Björlanda Idrottshall,Felix Broström,Semir Aganspahic,https://stats.innebandy.se/sasong/43/serie/42365/match/1648396
2025-11-01,10:00,Pantamera Pojkar B-ungdom E,Ale IBF P11,Frölunda IBK P10-11 Svart,Ale Kulturrum,Joacim Olsson,Albin Wennersten,https://stats.innebandy.se/sasong/43/serie/42373/match/1650694
2025-11-01,13:30,Pantamera Pojkar B-ungdom E,Stenungsunds IBK P10/11,FBC Vinga P10 Svart,Kyrkenorumskolans Idrottshall,Emin Kosovac,Jasmin Dzanic,https://stats.innebandy.se/sasong/43/serie/42373/match/1650695
2025-11-01,09:00,Sammandrag 1-2 nov Göteborg,Umeå,Kalmer,Lundenhallen,Sebastian Ågren,Robin Cederdahl,https://stats.innebandy.se/sasong/43/serie/42663/match/1664073
2025-11-01,10:45,Sammandrag 1-2 nov Göteborg,Eskilstuna,Göteborg,Lundenhallen,Sebastian Ågren,Robin Cederdahl,https://stats.innebandy.se/sasong/43/serie/42663/match/1664074
2025-11-01,12:30,Sammandrag 1-2 nov Göteborg,Kalmer,Nacka,Lundenhallen,Sebastian Cedgard,Hampus Räffling,https://stats.innebandy.se/sasong/43/serie/42663/match/1664075
2025-11-01,14:15,Sammandrag 1-2 nov Göteborg,Eskilstuna,Umeå,Lundenhallen,Linus Svensson,Ian S Blomqvist,https://stats.innebandy.se/sasong/43/serie/42663/match/1664076
2025-11-01,13:00,Träningsmatcher 2025/2026,Sandö IBK P14 Svart,Pixbo IBK P14,Vallda Idrottshall,Max Ström,Wilmer Svensson,https://stats.innebandy.se/sasong/43/serie/41348/match/1664239
2025-11-02,15:00,Damer Div. 1 region,Malmhaug IBF,Pixbo IBF,Kulladals Sporthall,Ahmad Homsi,Ante Johansson Stenholm,https://stats.innebandy.se/sasong/43/serie/41175/match/1573094
2025-11-02,15:00,Damer Div. 1 region,Almås IBF D1,Warberg IBF,Almåshallen A,Carl Otterström,Marcus Yngvesson,https://stats.innebandy.se/sasong/43/serie/41175/match/1573099
2025-11-02,18:00,Damer Div. 1 region,Varla IBK Dam,Floda IBK D1,Skårbyhallen,Alice Haeggman,Kim Bjurek,https://stats.innebandy.se/sasong/43/serie/41175/match/1573097
2025-11-02,17:30,Damer Div. 2,FBC Lerum Utveckling D2,IBK Kungälv D2,Rydsbergshallen,Måns Bartilson,Magnus Fredriksson,https://stats.innebandy.se/sasong/43/serie/42062/match/1629496
2025-11-02,18:00,Division 1 Herrar Västra Götaland,Pixbo IBF,IBK Kungälv,Wallenstam Arena A,Andreas Lybacken,Marcus Larsson,https://stats.innebandy.se/sasong/43/serie/40701/match/1570551
2025-11-02,13:15,Herrar Div. 2,Frölunda IBK H2,IBF Älvstranden H2,Frölunda Kulturhus,Linus Backlund,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/42061/match/1629832
2025-11-02,13:00,Herrar Div. 3 A,IBK Bergum H3,Dingle AIK H3,Bergumsskolan,Kristoffer Lind,Sebastian Ågren,https://stats.innebandy.se/sasong/43/serie/42064/match/1630671
2025-11-02,17:50,Herrar Div. 3 A,IBK Kungälv H3,Orust IBK H3,Kastellegårdshallen,Kristoffer Lind,Sebastian Ågren,https://stats.innebandy.se/sasong/43/serie/42064/match/1630670
2025-11-02,10:45,Herrar Div. 3 B,Frölunda IBK H3,Burås IK H3,Frölunda Kulturhus,Linus Backlund,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/42065/match/1630540
2025-11-02,16:30,Herrar Div. 3 B,Landvetter IBK H3,Sörgårdens IBF H3,Pinntorps Idrottshall,Alexander Pavlovic,Robin Cederdahl,https://stats.innebandy.se/sasong/43/serie/42065/match/1630541
2025-11-02,17:00,Herrar Div. 3 B,IK Zenith H3,IBF Backadalen H3 Utveckling,Björlanda Idrottshall,Adnan Tongur,Hajrudin Begic,https://stats.innebandy.se/sasong/43/serie/42065/match/1630537
2025-11-02,19:00,Herrar Div. 3 B,FBC Partille H3,Pixbo IBF H3B,Partillebohallen,Christian Svärdström,Marcus Orrhult,https://stats.innebandy.se/sasong/43/serie/42065/match/1630539
2025-11-02,12:30,Herrar Div. 4 A,Landvetter IBK H4 A,Myggenäs IBK H4,Pinntorps Idrottshall,Håkan Krafft,Pierre Eberhard Berg,https://stats.innebandy.se/sasong/43/serie/42079/match/1647901
2025-11-02,12:30,Herrar Div. 4 A,Lindome IBK H4,IBK Kungälv H4,Almåshallen A,Goran Kuduzovic,Roger Zahnér,https://stats.innebandy.se/sasong/43/serie/42079/match/1647904
2025-11-02,18:00,Herrar Div. 4 A,Överby IBK H4,Kärra IBK H4,Nordby Supermarkethallen A-hallen,Emir Rajabi,Martin Andersson,https://stats.innebandy.se/sasong/43/serie/42079/match/1647903
2025-11-02,14:45,Herrar Div. 4 B,IK Zenith H4,IBK Göteborg H4,Björlanda Idrottshall,Adnan Tongur,Hajrudin Begic,https://stats.innebandy.se/sasong/43/serie/42082/match/1654510
2025-11-02,15:00,Herrar Div. 4 B,Frölunda IBK H4,IBF Älvstranden H4,Skyttesskolan,Jonathan Johansson,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/42082/match/1654514
2025-11-02,18:00,Herrar Div. 4 B,Utbynäs SK H4,Landvetter IBK H4 B,Kviberg Arena B,Mats Sällberg,Yao-Zu Galby,https://stats.innebandy.se/sasong/43/serie/42082/match/1654511
2025-11-02,15:00,Juniorallsvenskan F DJ18,Pixbo IBF,Sandareds IBS /Fristad GoIF,Wallenstam Arena A,Mattias Strid,Adnan Mehmedagic,https://stats.innebandy.se/sasong/43/serie/41554/match/1594291
2025-11-02,09:00,Klubbhuset Blå Flickor 15 B,Utbynäs SK F15 Gul,Landvetter IBK F15,Kviberg Arena B,Eyvind Fägerlind,Elias Kristoffersson,https://stats.innebandy.se/sasong/43/serie/42413/match/1652337
2025-11-02,13:00,Klubbhuset Blå Pojkar 14 A,Utbynäs SK P 14 Gul,FBC Vinga P14 Orange,Kviberg Arena B,Moa Solberg Andersson,Einar Junsten,https://stats.innebandy.se/sasong/43/serie/42398/match/1652707
2025-11-02,14:00,Klubbhuset Blå Pojkar 14 A,IBK Kungälv P14 Vit,Guldhedens IK P14,Kastellegårdshallen,Nova Stenhill,Albin Jansson,https://stats.innebandy.se/sasong/43/serie/42398/match/1652706
2025-11-02,12:00,Klubbhuset Blå Pojkar 14 C,Utbynäs SK P 14 Blå,Pixbo IBK P14 Svart,Kviberg Arena B,Nils Koch,Einar Junsten,https://stats.innebandy.se/sasong/43/serie/42400/match/1652234
2025-11-02,12:15,Klubbhuset Blå Pojkar 14 C,IK Zenith P14 Grön,Hindås IBK P14,Björlanda Idrottshall,Oliver Claesson,Teodor Ringhage,https://stats.innebandy.se/sasong/43/serie/42400/match/1652231
2025-11-02,10:15,Klubbhuset Blå Pojkar 15 B,IK Zenith P15 Vit,Mölndals IBF P15 RÖD,Björlanda Idrottshall,Teodor Ringhage,Viktor Sigurdsson,https://stats.innebandy.se/sasong/43/serie/42402/match/1652602
2025-11-02,11:15,Klubbhuset Blå Pojkar 15 B,IK Zenith P15 Grön,IBK Kungälv P15 Blå,Björlanda Idrottshall,Oliver Claesson,Viktor Sigurdsson,https://stats.innebandy.se/sasong/43/serie/42402/match/1652598
2025-11-02,11:00,Klubbhuset Blå Pojkar 16 A,Utbynäs SK P16 BLÅ,Floda IBK P16,Kviberg Arena B,Nils Koch,Sixten Linderup,https://stats.innebandy.se/sasong/43/serie/42404/match/1651392
2025-11-02,11:30,Klubbhuset Blå Pojkar 16 A,IBK Kungälv P16 Vit,FBC Vinga P15/16 Orange,Munkegärdehallen,Nova Stenhill,Albin Jansson,https://stats.innebandy.se/sasong/43/serie/42404/match/1651389
2025-11-02,10:00,Klubbhuset Blå Pojkar 16 B,Utbynäs SK P16 GUL,Ale IBF P16,Kviberg Arena B,Elias Kristoffersson,Eyvind Fägerlind,https://stats.innebandy.se/sasong/43/serie/42409/match/1651160
2025-11-02,17:00,Pantamera Damjunior A,FBC Partille F Akademi,Landvetter IBF JAS DJ-Utveckling Blå,Partillebohallen,Christian Svärdström,Marcus Orrhult,https://stats.innebandy.se/sasong/43/serie/42367/match/1648879
2025-11-02,18:40,Pantamera Damjunior A,Pixbo IBF Utveckling Röd,Warberg IBF Junior,Wallenstam Arena B,Mustafa Kalajdzisalihovic,Selma Hadziselimovic,https://stats.innebandy.se/sasong/43/serie/42367/match/1648877
2025-11-02,15:15,Pantamera Flickor B-ungdom B,IBK Kungälv F10-12 Blå,Pixbo IBF F11 Röd,Kastellegårdshallen,Malte Bartilson,Joacim Olsson,https://stats.innebandy.se/sasong/43/serie/42387/match/1648965
2025-11-02,14:30,Pantamera Flickor C-ungdom C,Landvetter IBF F13/14 Blå,Eken IBK F11/12/13 Lila,Pinntorps Idrottshall,Alexander Acke,,https://stats.innebandy.se/sasong/43/serie/42392/match/1649817
2025-11-02,15:25,Pantamera Flickor C-ungdom E,Utbynäs SK F 12/13,IBK Göteborg / Guldhedens IK F12-13,Kviberg Arena B,Nils Biörnerud,Olivia Tornberg,https://stats.innebandy.se/sasong/43/serie/42394/match/1649366
2025-11-02,13:30,Pantamera Pojkar B-ungdom D,Frölunda IBK P10-11 Röda,Stenungsunds IBK P10/11,Skyttesskolan,Jonathan Johansson,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/42372/match/1648552
2025-11-02,11:00,Pantamera Pojkar B-ungdom E,Landvetter IBK P10 Blå,FBC Partille P11 Vit,Pinntorps Idrottshall,Håkan Krafft,Pierre Eberhard Berg,https://stats.innebandy.se/sasong/43/serie/42373/match/1650696
2025-11-02,15:00,Pantamera Pojkar B-ungdom E,Myggenäs IBK P10,Mölndals IBF P10 Röd,Häggvallsskolan,Anthon Räffling,Albin Wennersten,https://stats.innebandy.se/sasong/43/serie/42373/match/1650697
2025-11-02,12:45,Pantamera Pojkar C-ungdom C,IBK Kungälv P12,IK Zenith P11/12,Munkegärdehallen,Emmy Birgersson,Joacim Olsson,https://stats.innebandy.se/sasong/43/serie/42377/match/1649553
2025-11-02,09:00,Pantamera Pojkar C-ungdom G,Lindome IBK P13 Vit,Eken IBK / Mölndals IBF P12,Almåshallen A,Anton Holmgren,Elliot Strid,https://stats.innebandy.se/sasong/43/serie/42381/match/1649604
2025-11-02,16:25,Pantamera Pojkar C-ungdom H,IBK Kungälv P13 Svart,Lindås IBK P13 Turkos,Kastellegårdshallen,Malte Bartilson,Joacim Olsson,https://stats.innebandy.se/sasong/43/serie/42382/match/1649735
2025-11-02,16:35,Pantamera Pojkar C-ungdom H,Utbynäs SK P 12,Överby IBK P13/14,Kviberg Arena B,Olivia Tornberg,Nils Biörnerud,https://stats.innebandy.se/sasong/43/serie/42382/match/1649734
2025-11-02,14:15,Pantamera Pojkar C-ungdom K,Utbynäs SK P 13,IBK Göteborg P13/14,Kviberg Arena B,Moa Solberg Andersson,Olivia Tornberg,https://stats.innebandy.se/sasong/43/serie/42385/match/1649321
2025-11-02,16:30,Pantamera Pojkar C-ungdom K,Öckerö IBK P12/13 Vit,Stenungsunds IBK P13-14,Hedenskolans Idrottshall,Mohsen Gholami,Mustafa Kalajdzisalihovic,https://stats.innebandy.se/sasong/43/serie/42385/match/1649318
2025-11-02,09:00,Sammandrag 1-2 nov Göteborg,Umeå,Göteborg,Lundenhallen,Sebastian Ågren,Kristoffer Lind,https://stats.innebandy.se/sasong/43/serie/42663/match/1664077
2025-11-02,10:45,Sammandrag 1-2 nov Göteborg,Nacka,Eskilstuna,Lundenhallen,Sebastian Ågren,Kristoffer Lind,https://stats.innebandy.se/sasong/43/serie/42663/match/1664078
2025-11-02,12:30,Sammandrag 1-2 nov Göteborg,Kalmer,Göteborg,Lundenhallen,Ian S Blomqvist,Sebastian Cedgard,https://stats.innebandy.se/sasong/43/serie/42663/match/1664079
2025-11-03,19:45,Damer Div. 3,Öckerö IBK D3,Eken IBK D3,Hedenskolans Idrottshall,Emir Rajabi,Selma Hadziselimovic,https://stats.innebandy.se/sasong/43/serie/42080/match/1647638
2025-11-03,20:00,Herrar Div. 3 A,Utbynäs SK H3,Myggenäs IBK H3,Kviberg Arena B,Jonathan Johansson,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/42064/match/1630674
2025-11-03,20:30,Juniorallsvenskan H HJ18,Lindås IBK/Lindås IBF,Landvetter IBK,Lindås Waves Arena,Linda Lindskog,Sandra Lindskog,https://stats.innebandy.se/sasong/43/serie/41546/match/1591894
2025-11-03,17:30,Klubbhuset Blå Pojkar 15 A,IBK Kungälv P15 Svart,Utbynäs SK P 15,Kviberg Arena B,Mattias Strid,Sixten Linderup,https://stats.innebandy.se/sasong/43/serie/42401/match/1652511
2025-11-04,19:30,Damer Div. 2,Ale IBF D2,Guldhedens IK D2,Ale Kulturrum,Goran Kuduzovic,Magnus Fredriksson,https://stats.innebandy.se/sasong/43/serie/42062/match/1629493
2025-11-04,20:00,Damer Div. 2,Lindås IBF D2,Mölnlycke Frontside IBF D2,Lindås Waves Arena,Tommy Runhammar,Linus Backlund,https://stats.innebandy.se/sasong/43/serie/42062/match/1629500
2025-11-04,20:30,Juniorallsvenskan F DJ18,Landvetter IBK,FBC Lerum Utveckling/FBC Lerum,Pinntorps Idrottshall,Marcus Orrhult,Christian Svärdström,https://stats.innebandy.se/sasong/43/serie/41554/match/1594289
2025-11-04,18:00,Klubbhuset Blå Pojkar 16 A,Orust IBK P/F16,Eken IBK FP16/17,Svanesunds Sporthall,Joel Möller,,https://stats.innebandy.se/sasong/43/serie/42404/match/1651390
2025-11-04,18:30,Pantamera Pojkar C-ungdom A,Lindome IBK P11 Grön,Öckerö IBK P10-13,Streteredsskolan,Alexander T Forsberg,Alfred Jorpes,https://stats.innebandy.se/sasong/43/serie/42375/match/1649583
2025-11-05,19:00,SSL - Svenska Superligan Damer,Pixbo IBK,Karlstad IBF,Wallenstam Arena A,Andreas Lybacken,Josefine Hedelind,https://stats.innebandy.se/sasong/43/serie/40695/match/1571635
2025-11-05,20:10,Crabions League 25-26,Park/ Dahlbergs,Tigers,Nordby Supermarkethallen A-hallen,,,https://stats.innebandy.se/sasong/43/serie/42616/match/1661927
2025-11-05,21:00,Crabions League 25-26,Krokstrands Gräv,Turnegänget,Nordby Supermarkethallen A-hallen,,,https://stats.innebandy.se/sasong/43/serie/42616/match/1661928
2025-11-05,19:15,Juniorallsvenskan G HJ18,IBK Lidköping/Skara IBK,Stenungsunds IBK,"Idrottens hus T2, Lidköping",David Karlsson,Christian Ragnevi,https://stats.innebandy.se/sasong/43/serie/41545/match/1591716
2025-11-05,18:30,Pantamera Pojkar C-ungdom C,Myggenäs IBK P 11/12,IBK Kungälv P12,Häggvallsskolan,Oscar Stendahl,Lucas Schöldström,https://stats.innebandy.se/sasong/43/serie/42377/match/1649555
2025-11-06,18:30,SSL - Svenska Superligan Damer,Täby FC IBK,FBC Partille,Hägerneholmshallen,Johannes Ekenberg,Amir Zilic,https://stats.innebandy.se/sasong/43/serie/40695/match/1571630
2025-11-06,20:15,Damer Div. 2,FBC Vinga D2,FBC Lerum Utveckling D2,Frölunda Kulturhus,Christer Carlberg,Mats Sällberg,https://stats.innebandy.se/sasong/43/serie/42062/match/1629502
2025-11-06,20:00,Herrar Div. 2,Lindome IBK H2,Surte IS IBK H2,Almåshallen A,Linus Backlund,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/42061/match/1629840
2025-11-06,20:00,Herrar Div. 3 B,Burås IK H3,Landvetter IBK H3,Svingelns Sporthall,Magnus Fredriksson,Aldin Hadziselmovic,https://stats.innebandy.se/sasong/43/serie/42065/match/1630545
2025-11-06,18:45,Klubbhuset Blå Pojkar 14 B,Landvetter IBK P14 Vit,Lindås IBK P14 Gul,Landvetter Idrottshall,Vincent Qvist,Oliver Josefsson,https://stats.innebandy.se/sasong/43/serie/42399/match/1652851
2025-11-06,18:30,Pantamera Pojkar B-ungdom C,Surte IS IBK P10/11,Lindome IBK U16 Lila,Bohushallen,Mustafa Kalajdzisalihovic,Emin Kosovac,https://stats.innebandy.se/sasong/43/serie/42371/match/1648508
2025-11-06,18:15,Pantamera Pojkar C-ungdom G,Lindome IBK P13 Vit,Pixbo IBF P12 Vit,Streteredsskolan,Alexander T Forsberg,Alfred Jorpes,https://stats.innebandy.se/sasong/43/serie/42381/match/1649616
2025-11-06,19:30,Träningsmatcher 2025/2026,Sandö IBK P10/11,Lindome IBK P11,Vallda Idrottshall,Elliot Cornelius,Max Ström,https://stats.innebandy.se/sasong/43/serie/41348/match/1666094
2025-11-07,19:30,Damer Div. 3,Ale IBF / IBK Kungälv D3,Eken IBK D3,Ale Kulturrum,Selma Hadziselimovic,Sebastian Ågren,https://stats.innebandy.se/sasong/43/serie/42080/match/1647625
2025-11-07,19:00,Herrar Div. 2,Kärra IBK H2,Stenungsunds IBK H2,Kärra Sporthall,Tommy Runhammar,Linus Backlund,https://stats.innebandy.se/sasong/43/serie/42061/match/1629834
2025-11-07,20:00,Herrar Div. 2,Landvetter IBK H2,Mölndals IBF H2,Pinntorps Idrottshall,Linda Lindskog,Sandra Lindskog,https://stats.innebandy.se/sasong/43/serie/42061/match/1629838
2025-11-07,19:30,Herrar Div. 3 A,Dingle AIK H3,IBK Göteborg H3,Munkedals Idrottshall,Adnan Tongur,Hajrudin Begic,https://stats.innebandy.se/sasong/43/serie/42064/match/1630678
2025-11-07,19:30,Herrar Div. 3 A,Orust IBK H3,IBK Bergum H3,Svanesunds Sporthall,Emir Rajabi,Yao-Zu Galby,https://stats.innebandy.se/sasong/43/serie/42064/match/1630679
2025-11-07,19:46,Herrar Div. 4 A,IBK Kungälv H4,Dingle AIK H4,Kastellegårdshallen,Alexander Hellström,Senad Olevic,https://stats.innebandy.se/sasong/43/serie/42079/match/1647909
2025-11-07,19:00,Juniorallsvenskan G HJ18,IBF Backadalen/IK Zenith,Floda IBK,Tuve Sporthall,Marcus Orrhult,Christian Svärdström,https://stats.innebandy.se/sasong/43/serie/41545/match/1591715
2025-11-07,19:00,Juniorallsvenskan H HJ18,Lindås IBK/Lindås IBF,Pixbo IBF/Pixbo IBK,Askims Sporthall,Marcus Yngvesson,Magnus Fredriksson,https://stats.innebandy.se/sasong/43/serie/41546/match/1591911
2025-11-07,18:30,Pantamera Damjunior A,Lindås IBK DJ,Lindome IBK DJ,Lindås Waves Arena,Sebastian Cedgard,Hampus Räffling,https://stats.innebandy.se/sasong/43/serie/42367/match/1648878
2025-11-07,19:20,Pantamera Flickor C-ungdom E,Hindås IBK F13,FBC Partille F 12/14 Röd,Hindås Idrottshall,Katarina Arnoldsdotter,Joacim Olsson,https://stats.innebandy.se/sasong/43/serie/42394/match/1649369
2025-11-07,18:15,Pantamera Pojkar B-ungdom E,FBC Vinga P10 Svart,Ale IBF P11,Hall Of Flame,Mustafa Kalajdzisalihovic,Per Sundvall,https://stats.innebandy.se/sasong/43/serie/42373/match/1650698
2025-11-07,18:45,Pantamera Pojkar B-ungdom E,FBC Partille P11 Vit,Frölunda IBK P10-11 Svart,Qvisthallen,Semir Aganspahic,Emin Kosovac,https://stats.innebandy.se/sasong/43/serie/42373/match/1650699
2025-11-07,18:00,Pantamera Pojkar C-ungdom H,Hindås IBK P13,Utbynäs SK P 12,Hindås Idrottshall,Katarina Arnoldsdotter,Joacim Olsson,https://stats.innebandy.se/sasong/43/serie/42382/match/1649736
2025-11-07,08:30,Skol DM Högstadiet,Skol DM Högstadiet Wallenstam Fabrikshall C 0830-1130,Skol DM Högstadiet Wallenstam Fabrikshall C 0830-1130,Wallenstam Arena C,Semir Aganspahic,Per Sundvall,https://stats.innebandy.se/sasong/43/serie/42788/match/1667315
2025-11-07,11:30,Skol DM Högstadiet,Skol DM Högstadiet Wallenstam Fabrikshall C 1130 - 1500,Skol DM Högstadiet Wallenstam Fabrikshall C 1130 - 1500,Wallenstam Arena C,Robin Boqvist,Mohamed Ahmed Warsame,https://stats.innebandy.se/sasong/43/serie/42788/match/1667316
2025-11-08,17:00,Allsvenskan Damer Södra,Lindås IBK,Skoghalls IBK,Lindås Waves Arena,Gabriel Adolfsson,Christian Jensen,https://stats.innebandy.se/sasong/43/serie/40697/match/1570690
2025-11-08,13:00,Allsvenskan Herrar,Lindås IBK,Järfälla Bele IBF,Lindås Waves Arena,Erik Hindemith,Fredrik Lundborg,https://stats.innebandy.se/sasong/43/serie/40694/match/1570956
2025-11-08,14:30,Dam Veteraner,Lindome IBK DV,FBC Lerum DV,Streteredsskolan,Adem Can,Håkan Krafft,https://stats.innebandy.se/sasong/43/serie/42081/match/1653286
